"Time","Math1","Vm1:Measured voltage","Gain1","C-Script:2","C-Script:1","Integrator"
326700,21,984.5895718634564,-77280.000020000007,-1,-98.111946105957031,0.4334545964882105
327000,2,982.95949724831962,-77280.000020000007,-1,-98.274650573730469,0.40218827604612961
327300,7,981.42541548193662,-77280.000020000007,-1,-98.428260803222656,0.37087112358472679
327600,12,979.8964112576565,-76440.000020000007,-1,-97.510307312011719,0.33950512357051099
327900,17,978.40909757772715,-76440.000020000007,-1,-97.658538818359375,0.30842108335504315
328200,22,972.94708097664125,-76440.000020000007,-1,-98.206779479980469,0.27726944743640919
328500,3,965.97371237104358,-78119.999960000001,-1,-101.08970642089844,0.24590947290756177
328800,8,958.74254642650897,-78119.999960000001,-1,-101.85215759277344,0.21364744467336311
329100,13,956.27150521729163,-78119.999960000001,0,0,0.19307528255070178
329400,18,956.27150521729163,-77280.000020000007,0,0,0.19307528255070178
329700,23,956.27150521729163,-77280.000020000007,0,0,0.19307528255070178
330000,4,956.27150521729163,-77280.000020000007,0,0,0.19307528255070178
330300,9,956.27150521729163,-78120.000020000007,0,0,0.19307528255070178
330600,14,956.27150521729163,-78120.000020000007,0,0,0.19307528255070178
330900,19,956.27150521729163,-78120.000020000007,0,0,0.19307528255070178
331200,0,956.27150521729163,-77279.999960000001,0,0,0.19307528255070178
331500,5,956.27150521729163,-77279.999960000001,0,0,0.19307528255070178
331800,10,956.27150521729163,-77279.999960000001,0,0,0.19307528255070178
332100,15,956.27150521729163,-77280.000020000007,0,0,0.19307528255070178
332400,20,956.27150521729163,-77280.000020000007,0,0,0.19307528255070178
332700,1,956.27150521729163,-77280.000020000007,0,0,0.19307528255070178
333000,6,956.27150521729163,-78120.000020000007,0,0,0.19307528255070178
333300,11,956.27150521729163,-78120.000020000007,0,0,0.19307528255070178
333600,16,956.27150521729163,-78120.000020000007,0,0,0.19307528255070178
333900,21,956.27150521729163,85560.000039999999,1,71.577995300292969,0.19307528255070178
334200,2,963.54178033910432,85560.000039999999,1,71.037918090820313,0.21502782098060239
334500,7,968.54038275022435,85560.000039999999,1,70.671295166015625,0.23760949814627808
334800,12,973.51338192818775,84719.999979999993,1,69.6199951171875,0.2600750691585258
335100,17,978.39650747099358,84719.999979999993,1,69.272529602050781,0.28221489656606685
335400,22,982.53793604604391,84719.999979999993,1,68.980545043945313,0.30423703986921719
335700,3,983.60367134382648,83879.999979999993,1,68.222602844238281,0.32619770358834099
336000,8,984.64039840665646,83879.999979999993,1,68.150772094726563,0.34792470299738032
336300,13,985.69339284746934,83879.999979999993,1,68.077964782714844,0.36962130153935258
336600,18,986.74526739609792,84720.000039999999,1,68.686416625976563,0.3912947400345092
336900,23,987.86824067656119,84720.000039999999,1,68.60833740234375,0.41315411699122251
337200,4,989.00196011314654,84720.000039999999,1,68.529693603515625,0.43499576245092808
337500,9,990.13438540030575,85559.999979999993,1,69.130012512207031,0.45681239072196339
337800,14,991.2939445674441,85559.999979999993,1,69.049148559570313,0.47881255991187788
338100,19,992.5237668102227,85559.999979999993,1,68.963584899902344,0.50079450993192032
338400,0,996.11091178109382,92279.999979999993,1,74.112228393554688,0.52272912045114506
338700,5,1000.0947815513038,92279.999979999993,1,73.817001342773438,0.54623969414551432
339000,10,1003.9329098184517,92279.999979999993,1,73.534797668457031,0.56971638781854206
339300,15,1007.7564609267266,85560.000039999999,1,67.921173095703125,0.59310357801034019
339600,20,1010.9032734672904,85560.000039999999,1,67.709739685058594,0.61476787197107718
339900,1,1014.050832132056,85560.000039999999,1,67.49957275390625,0.63630792744256914
340200,6,1017.188676968559,84719.999979999993,1,66.630706787109375,0.65778127564863786
340500,11,1020.270166644077,84719.999979999993,1,66.429466247558594,0.6789858748797799
340800,16,1023.3623045725604,84719.999979999993,1,66.228744506835938,0.70011931493734392
341100,21,1027.118761245189,83879.999979999993,1,65.332267761230469,0.72118384109279376
341400,2,1030.8086359459687,83879.999979999993,1,65.098403930664063,0.74197100701213103
341700,7,1034.5010475067477,83879.999979999993,1,64.866050720214844,0.7626767837240972
342000,12,1038.1803573141065,86400.000039999999,1,66.578025817871094,0.78330884853276206
342300,17,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
342600,22,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
342900,3,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
343200,8,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
343500,13,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
343800,18,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
344100,23,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
344400,4,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
344700,9,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
345000,14,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
345300,19,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
345600,0,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
345900,5,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
346200,10,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
346500,15,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
346800,20,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
347100,1,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
347400,6,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
347700,11,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
348000,16,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
348300,21,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
348600,2,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
348900,7,1039.7170238021458,83879.999979999993,0,0,0.80093982475077619
349200,12,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
349500,17,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
349800,22,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
350100,3,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
350400,8,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
350700,13,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
351000,18,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
351300,23,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
351600,4,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
351900,9,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
352200,14,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
352500,19,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
352800,0,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
353100,5,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
353400,10,1039.7170238021458,85560.000039999999,0,0,0.80093982475077619
353700,15,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
354000,20,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
354300,1,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
354600,6,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
354900,11,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
355200,16,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
355500,21,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
355800,2,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
356100,7,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
356400,12,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
356700,17,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
357000,22,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
357300,3,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
357600,8,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
357900,13,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
358200,18,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
358500,23,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
358800,4,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
359100,9,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
359400,14,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
359700,19,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
360000,0,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
360300,5,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
360600,10,1039.7170238021458,84719.999979999993,0,0,0.80093982475077619
360900,15,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
361200,20,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
361500,1,1039.7170238021458,86400.000039999999,0,0,0.80093982475077619
361800,6,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
362100,11,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
362400,16,1039.7170238021458,85559.999979999993,0,0,0.80093982475077619
362700,21,1039.7170238021458,86399.999979999993,0,0,0.80093982475077619
363000,2,1039.7170238021458,86399.999979999993,0,0,0.80093982475077619
363300,7,1039.7170238021458,86399.999979999993,0,0,0.80093982475077619
363600,12,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
363900,17,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
364200,22,1039.7170238021458,84720.000039999999,0,0,0.80093982475077619
364500,3,1039.7170238021458,87239.999979999993,0,0,0.80093982475077619
364800,8,1039.7170238021458,87239.999979999993,0,0,0.80093982475077619
365100,13,1039.7170238021458,87239.999979999993,0,0,0.80093982475077619
365400,18,1039.7170238021458,96479.999979999993,0,0,0.80093982475077619
365700,23,1039.7170238021458,96479.999979999993,0,0,0.80093982475077619
366000,4,1039.7170238021458,96479.999979999993,0,0,0.80093982475077619
366300,9,1039.7170238021458,96480.000029999996,0,0,0.80093982475077619
366600,14,1039.7170238021458,96480.000029999996,0,0,0.80093982475077619
366900,19,1039.7170238021458,96480.000029999996,0,0,0.80093982475077619
367200,0,1039.7170238021458,129240,0,0,0.80093982475077619
367500,5,1039.7170238021458,129240,0,0,0.80093982475077619
367800,10,1039.7170238021458,129240,0,0,0.80093982475077619
368100,15,1039.7170238021458,145200,0,0,0.80093982475077619
368400,20,1039.7170238021458,145200,0,0,0.80093982475077619
368700,1,1039.7170238021458,145200,0,0,0.80093982475077619
369000,6,1039.7170238021458,148560,0,0,0.80093982475077619
369300,11,1039.7170238021458,148560,0,0,0.80093982475077619
369600,16,1039.7170238021458,148560,0,0,0.80093982475077619
369900,21,1039.7170238021458,138480,0,0,0.80093982475077619
370200,2,1039.7170238021458,138480,0,0,0.80093982475077619
370500,7,1039.7170238021458,138480,0,0,0.80093982475077619
370800,12,1039.7170238021458,158640,0,0,0.80093982475077619
371100,17,1039.7170238021458,158640,0,0,0.80093982475077619
371400,22,1039.7170238021458,158640,0,0,0.80093982475077619
371700,3,1039.7170238021458,159480,0,0,0.80093982475077619
372000,8,1039.7170238021458,159480,0,0,0.80093982475077619
372300,13,1039.7170238021458,159480,0,0,0.80093982475077619
372600,18,1039.7170238021458,162000,0,0,0.80093982475077619
372900,23,1039.7170238021458,162000,0,0,0.80093982475077619
373200,4,1039.7170238021458,162000,0,0,0.80093982475077619
373500,9,1039.7170238021458,160320,0,0,0.80093982475077619
373800,14,1039.7170238021458,160320,0,0,0.80093982475077619
374100,19,1039.7170238021458,160320,0,0,0.80093982475077619
374400,0,1039.7170238021458,162000,0,0,0.80093982475077619
374700,5,1039.7170238021458,162000,0,0,0.80093982475077619
375000,10,1039.7170238021458,162000,0,0,0.80093982475077619
375300,15,1039.7170238021458,161160,0,0,0.80093982475077619
375600,20,1039.7170238021458,161160,0,0,0.80093982475077619
375900,1,1039.7170238021458,161160,0,0,0.80093982475077619
376200,6,1039.7170238021458,162000,0,0,0.80093982475077619
376500,11,1039.7170238021458,162000,0,0,0.80093982475077619
376800,16,1039.7170238021458,162000,0,0,0.80093982475077619
377100,21,1039.7170238021458,158640,0,0,0.80093982475077619
377400,2,1039.7170238021458,158640,0,0,0.80093982475077619
377700,7,1039.7170238021458,158640,0,0,0.80093982475077619
378000,12,1039.7170238021458,160320,0,0,0.80093982475077619
378300,17,1039.7170238021458,160320,0,0,0.80093982475077619
378600,22,1039.7170238021458,160320,0,0,0.80093982475077619
378900,3,1039.7170238021458,162000,0,0,0.80093982475077619
379200,8,1039.7170238021458,162000,0,0,0.80093982475077619
379500,13,1039.7170238021458,162000,0,0,0.80093982475077619
379800,18,1039.7170238021458,162000,0,0,0.80093982475077619
380100,23,1039.7170238021458,162000,0,0,0.80093982475077619
380400,4,1039.7170238021458,162000,0,0,0.80093982475077619
380700,9,1039.7170238021458,161160,0,0,0.80093982475077619
381000,14,1039.7170238021458,161160,0,0,0.80093982475077619
381300,19,1039.7170238021458,161160,0,0,0.80093982475077619
381600,0,1039.7170238021458,161160,0,0,0.80093982475077619
381900,5,1039.7170238021458,161160,0,0,0.80093982475077619
382200,10,1039.7170238021458,161160,0,0,0.80093982475077619
382500,15,1039.7170238021458,162000,0,0,0.80093982475077619
382800,20,1039.7170238021458,162000,0,0,0.80093982475077619
383100,1,1039.7170238021458,162000,0,0,0.80093982475077619
383400,6,1039.7170238021458,162000,0,0,0.80093982475077619
383700,11,1039.7170238021458,162000,0,0,0.80093982475077619
384000,16,1039.7170238021458,162000,0,0,0.80093982475077619
384300,21,1039.7170238021458,162000,0,0,0.80093982475077619
384600,2,1039.7170238021458,162000,0,0,0.80093982475077619
384900,7,1039.7170238021458,162000,0,0,0.80093982475077619
385200,12,1039.7170238021458,162000,0,0,0.80093982475077619
385500,17,1039.7170238021458,162000,0,0,0.80093982475077619
385800,22,1039.7170238021458,162000,0,0,0.80093982475077619
386100,3,1039.7170238021458,161160,0,0,0.80093982475077619
386400,8,1039.7170238021458,161160,0,0,0.80093982475077619
386700,13,1039.7170238021458,161160,0,0,0.80093982475077619
387000,18,1039.7170238021458,162000,0,0,0.80093982475077619
387300,23,1039.7170238021458,162000,0,0,0.80093982475077619
387600,4,1039.7170238021458,162000,0,0,0.80093982475077619
387900,9,1039.7170238021458,162000,0,0,0.80093982475077619
388200,14,1039.7170238021458,162000,0,0,0.80093982475077619
388500,19,1039.7170238021458,162000,0,0,0.80093982475077619
388800,0,1039.7170238021458,161160,0,0,0.80093982475077619
389100,5,1039.7170238021458,161160,0,0,0.80093982475077619
389400,10,1039.7170238021458,161160,0,0,0.80093982475077619
389700,15,1039.7170238021458,162000,0,0,0.80093982475077619
390000,20,1039.7170238021458,162000,0,0,0.80093982475077619
390300,1,1039.7170238021458,162000,0,0,0.80093982475077619
390600,6,1039.7170238021458,160320,0,0,0.80093982475077619
390900,11,1039.7170238021458,160320,0,0,0.80093982475077619
391200,16,1039.7170238021458,160320,0,0,0.80093982475077619
391500,21,1039.7170238021458,162000,0,0,0.80093982475077619
391800,2,1039.7170238021458,162000,0,0,0.80093982475077619
392100,7,1039.7170238021458,162000,0,0,0.80093982475077619
392400,12,1039.7170238021458,161160,0,0,0.80093982475077619
392700,17,1039.7170238021458,161160,0,0,0.80093982475077619
393000,22,1039.7170238021458,161160,0,0,0.80093982475077619
393300,3,1039.7170238021458,162000,0,0,0.80093982475077619
393600,8,1039.7170238021458,162000,0,0,0.80093982475077619
393900,13,1039.7170238021458,162000,0,0,0.80093982475077619
394200,18,1039.7170238021458,159480,0,0,0.80093982475077619
394500,23,1039.7170238021458,159480,0,0,0.80093982475077619
394800,4,1039.7170238021458,159480,0,0,0.80093982475077619
395100,9,1039.7170238021458,162000,0,0,0.80093982475077619
395400,14,1039.7170238021458,162000,0,0,0.80093982475077619
395700,19,1039.7170238021458,162000,0,0,0.80093982475077619
396000,0,1039.7170238021458,161160,0,0,0.80093982475077619
396300,5,1039.7170238021458,161160,0,0,0.80093982475077619
396600,10,1039.7170238021458,161160,0,0,0.80093982475077619
396900,15,1039.7170238021458,162000,0,0,0.80093982475077619
397200,20,1039.7170238021458,162000,0,0,0.80093982475077619
397500,1,1039.7170238021458,162000,0,0,0.80093982475077619
397800,6,1039.7170238021458,160320,0,0,0.80093982475077619
398100,11,1039.7170238021458,160320,0,0,0.80093982475077619
398400,16,1039.7170238021458,160320,0,0,0.80093982475077619
398700,21,1039.7170238021458,162000,0,0,0.80093982475077619
399000,2,1039.7170238021458,162000,0,0,0.80093982475077619
399300,7,1039.7170238021458,162000,0,0,0.80093982475077619
399600,12,1039.7170238021458,162000,0,0,0.80093982475077619
399900,17,1039.7170238021458,162000,0,0,0.80093982475077619
400200,22,1039.7170238021458,162000,0,0,0.80093982475077619
400500,3,1039.7170238021458,160320,0,0,0.80093982475077619
400800,8,1039.7170238021458,160320,0,0,0.80093982475077619
401100,13,1039.7170238021458,160320,0,0,0.80093982475077619
401400,18,1039.7170238021458,146880,0,0,0.80093982475077619
401700,23,1039.7170238021458,146880,0,0,0.80093982475077619
402000,4,1039.7170238021458,146880,0,0,0.80093982475077619
402300,9,1039.7170238021458,140160,0,0,0.80093982475077619
402600,14,1039.7170238021458,140160,0,0,0.80093982475077619
402900,19,1039.7170238021458,140160,0,0,0.80093982475077619
403200,0,1039.7170238021458,125880,0,0,0.80093982475077619
403500,5,1039.7170238021458,125880,0,0,0.80093982475077619
403800,10,1039.7170238021458,125880,0,0,0.80093982475077619
404100,15,1039.7170238021458,124200,0,0,0.80093982475077619
404400,20,1039.7170238021458,124200,0,0,0.80093982475077619
404700,1,1039.7170238021458,124200,0,0,0.80093982475077619
405000,6,1039.7170238021458,113280,0,0,0.80093982475077619
405300,11,1039.7170238021458,113280,0,0,0.80093982475077619
405600,16,1039.7170238021458,113280,0,0,0.80093982475077619
405900,21,1039.7170238021458,87239.999979999993,0,0,0.80093982475077619
406200,2,1039.7170238021458,87239.999979999993,0,0,0.80093982475077619
406500,7,1039.7170238021458,87239.999979999993,0,0,0.80093982475077619
406800,12,1039.7170238021458,51120.000050000002,0,0,0.80093982475077619
407100,17,1039.7170238021458,51120.000050000002,0,0,0.80093982475077619
407400,22,1039.7170238021458,51120.000050000002,0,0,0.80093982475077619
407700,3,1039.7170238021458,77159.999979999993,0,0,0.80093982475077619
408000,8,1039.7170238021458,77159.999979999993,0,0,0.80093982475077619
408300,13,1039.7170238021458,77159.999979999993,0,0,0.80093982475077619
408600,18,1039.7170238021458,61199.999980000001,0,0,0.80093982475077619
408900,23,1039.7170238021458,61199.999980000001,0,0,0.80093982475077619
409200,4,1039.7170238021458,61199.999980000001,0,0,0.80093982475077619
409500,9,1039.7170238021458,-102480,-1,-123.20660400390625,0.80093982475077619
409800,14,1029.6084596738822,-102480,-1,-124.41622924804688,0.76281958075363476
410100,19,1022.490242595588,-102480,-1,-125.28237152099609,0.72309395648352381
410400,0,1015.8682960907423,-101640,-1,-125.06542205810547,0.68309245370581462
410700,5,1010.0319700229686,-101640,-1,-125.78810119628906,0.64316614423593865
411000,10,1004.1360037343775,-101640,-1,-126.52668762207031,0.6030183748318636
411300,15,997.55095225019818,-101640,-1,-127.36191558837891,0.56262484154977088
411600,20,990.8681144693071,-101640,-1,-128.22090148925781,0.52196187447726128
411900,1,986.26592226283799,-101640,-1,-128.8192138671875,0.48103402692863745
412200,6,984.12352603921181,-102480,-1,-130.16658020019531,0.43997412945843684
412500,11,981.93642618451679,-102480,-1,-130.45651245117188,0.39849478618553913
412800,16,979.90770730295128,-102480,-1,-130.72659301757813,0.35691466739273564
413100,21,977.8748316984163,-100800,-1,-128.85084533691406,0.31524830380369739
413400,2,971.43283351215757,-100800,-1,-129.70530700683594,0.27412216932694294
413700,7,962.20705992781359,-100800,-1,-130.94894409179688,0.23266837052229541
414000,12,957.70232609823427,-100800,0,0,0.19781938361483509
414300,17,957.70232609823427,-100800,0,0,0.19781938361483509
414600,22,957.70232609823427,-100800,0,0,0.19781938361483509
414900,3,957.70232609823427,-102480,0,0,0.19781938361483509
415200,8,957.70232609823427,-102480,0,0,0.19781938361483509
415500,13,957.70232609823427,-102480,0,0,0.19781938361483509
415800,18,957.70232609823427,-99960.000020000007,0,0,0.19781938361483509
416100,23,957.70232609823427,-99960.000020000007,0,0,0.19781938361483509
416400,4,957.70232609823427,-99960.000020000007,0,0,0.19781938361483509
416700,9,957.70232609823427,-101640,0,0,0.19781938361483509
417000,14,957.70232609823427,-101640,0,0,0.19781938361483509
417300,19,957.70232609823427,-101640,0,0,0.19781938361483509
417600,0,957.70232609823427,-100800,0,0,0.19781938361483509
417900,5,957.70232609823427,-100800,0,0,0.19781938361483509
418200,10,957.70232609823427,-100800,0,0,0.19781938361483509
418500,15,957.70232609823427,-102480,0,0,0.19781938361483509
418800,20,957.70232609823427,-102480,0,0,0.19781938361483509
419100,1,957.70232609823427,-102480,0,0,0.19781938361483509
419400,6,957.70232609823427,-99960.000020000007,0,0,0.19781938361483509
419700,11,957.70232609823427,-99960.000020000007,0,0,0.19781938361483509
420000,16,957.70232609823427,-99960.000020000007,0,0,0.19781938361483509
420300,21,957.70232609823427,62040.000050000002,1,51.82403564453125,0.19781938361483509
420600,2,962.74700483593563,62040.000050000002,1,51.552482604980469,0.21373264519684337
420900,7,966.37828431490709,62040.000050000002,1,51.358768463134766,0.23012874697610369
421200,12,969.99599390007677,61199.999980000001,1,50.474433898925781,0.24646340756312249
421500,17,973.53527695361959,61199.999980000001,1,50.290935516357422,0.26252483632684531
421800,22,977.07804027699262,61199.999980000001,1,50.108585357666016,0.27852048400671003
422100,3,980.60802609470761,61199.999980000001,1,49.928207397460938,0.29445828660586082
422400,8,982.33702077346913,61199.999980000001,1,49.840328216552734,0.31034489546055893
422700,13,983.10755115711936,61199.999980000001,1,49.801265716552734,0.32621380752474677
423000,18,983.87747956526107,61200.000050000002,1,49.762294769287109,0.34207028939807593
423300,23,984.64680739194387,61200.000050000002,1,49.723411560058594,0.35791436975289254
423600,4,985.41553605484489,61200.000050000002,1,49.684623718261719,0.37374607774751406
423900,9,986.18366686261481,62039.999980000001,1,50.327339172363281,0.38956544233776996
424200,14,986.99791140783634,62039.999980000001,1,50.285820007324219,0.40558191549563954
424500,19,987.82935193496121,62039.999980000001,1,50.243495941162109,0.42159232987906153
424800,0,988.66009492086573,61199.999980000001,1,49.521568298339844,0.43758927660248004
425100,5,989.46165216126712,61199.999980000001,1,49.481452941894531,0.45336387386052052
425400,10,990.27981755660073,61199.999980000001,1,49.440570831298828,0.46911827627017272
425700,15,991.09730930401133,61200.000050000002,1,49.399791717529297,0.48485967050631223
426000,20,991.97987715675367,61200.000050000002,1,49.355838775634766,0.50058808848109804
426300,1,994.54925900714045,61200.000050000002,1,49.22833251953125,0.51629219481750777
426600,6,997.11168964406136,62039.999980000001,1,49.775768280029297,0.53195596143125856
426900,11,999.71888030827756,62039.999980000001,1,49.645957946777344,0.54778642683606993
427200,16,1002.3030304002023,62039.999980000001,1,49.517959594726563,0.56358302760864998
427500,21,1004.8805476878166,61199.999980000001,1,48.722209930419922,0.5793389782439794
427800,2,1007.4005600143778,61199.999980000001,1,48.600330352783203,0.59484930078995635
428100,7,1009.7510258984465,61199.999980000001,1,48.487201690673828,0.61031421237435213
428400,12,1012.0068384964358,62880.000050000002,1,49.707172393798828,0.62574409688158261
428700,17,1014.351696901584,62880.000050000002,1,49.592266082763672,0.64154741309822583
429000,22,1016.65883511573,62880.000050000002,1,49.479724884033203,0.65732872442340884
429300,3,1018.9607596231072,61199.999980000001,1,48.048954010009766,0.67307428194085361
429600,8,1021.1640871846037,61199.999980000001,1,47.945281982421875,0.68837931583665535
429900,13,1023.5120159888232,61199.999980000001,1,47.835296630859375,0.70363697755002397
430200,18,1026.2273334310612,80519.999979999993,1,62.769718170166016,0.71885707363068674
430500,23,1030.1499246862741,80519.999979999993,1,62.530704498291016,0.73865750547317999
430800,4,1033.6971004028762,80519.999979999993,1,62.316127777099609,0.75854758618351492
431100,9,1037.2321722680949,83880.000039999999,1,64.69525146484375,0.77836958392279554
431400,14,1040.964132532255,83880.000039999999,1,64.46331787109375,0.7989189654212514
431700,19,1040.4156480374065,83880.000039999999,0,0,0.80370994463682166
432000,0,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
432300,5,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
432600,10,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
432900,15,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
433200,20,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
433500,1,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
433800,6,1040.4156480374065,83880.000039999999,0,0,0.80370994463682166
434100,11,1040.4156480374065,83880.000039999999,0,0,0.80370994463682166
434400,16,1040.4156480374065,83880.000039999999,0,0,0.80370994463682166
434700,21,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
435000,2,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
435300,7,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
435600,12,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
435900,17,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
436200,22,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
436500,3,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
436800,8,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
437100,13,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
437400,18,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
437700,23,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
438000,4,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
438300,9,1040.4156480374065,83039.999979999993,0,0,0.80370994463682166
438600,14,1040.4156480374065,83039.999979999993,0,0,0.80370994463682166
438900,19,1040.4156480374065,83039.999979999993,0,0,0.80370994463682166
439200,0,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
439500,5,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
439800,10,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
440100,15,1040.4156480374065,93959.999979999993,0,0,0.80370994463682166
440400,20,1040.4156480374065,93959.999979999993,0,0,0.80370994463682166
440700,1,1040.4156480374065,93959.999979999993,0,0,0.80370994463682166
441000,6,1040.4156480374065,89759.999979999993,0,0,0.80370994463682166
441300,11,1040.4156480374065,89759.999979999993,0,0,0.80370994463682166
441600,16,1040.4156480374065,89759.999979999993,0,0,0.80370994463682166
441900,21,1040.4156480374065,83880.000039999999,0,0,0.80370994463682166
442200,2,1040.4156480374065,83880.000039999999,0,0,0.80370994463682166
442500,7,1040.4156480374065,83880.000039999999,0,0,0.80370994463682166
442800,12,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
443100,17,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
443400,22,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
443700,3,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
444000,8,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
444300,13,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
444600,18,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
444900,23,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
445200,4,1040.4156480374065,84720.000039999999,0,0,0.80370994463682166
445500,9,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
445800,14,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
446100,19,1040.4156480374065,85559.999979999993,0,0,0.80370994463682166
446400,0,1040.4156480374065,83879.999979999993,0,0,0.80370994463682166
446700,5,1040.4156480374065,83879.999979999993,0,0,0.80370994463682166
447000,10,1040.4156480374065,83879.999979999993,0,0,0.80370994463682166
447300,15,1040.4156480374065,86400.000039999999,0,0,0.80370994463682166
447600,20,1040.4156480374065,86400.000039999999,0,0,0.80370994463682166
447900,1,1040.4156480374065,86400.000039999999,0,0,0.80370994463682166
448200,6,1040.4156480374065,84719.999979999993,0,0,0.80370994463682166
