Tempo,SOC,Corrente_A,Tensao_Term_V,Potencia_CA_kW
6060.0,0.3166666666666652,-468.0,30.205000000000002,-14.13594
6120.0,0.29999999999999855,-468.0,30.205000000000002,-14.13594
6180.0,0.2833333333333319,-468.0,30.205000000000002,-14.13594
6240.0,0.2666666666666652,-468.0,30.205000000000002,-14.13594
6300.0,0.24999999999999856,-468.0,30.205000000000002,-14.13594
6360.0,0.2333333333333319,-468.0,30.205000000000002,-14.13594
6420.0,0.21666666666666523,-468.0,30.205000000000002,-14.13594
6480.0,0.19999999999999857,-468.0,30.205000000000002,-14.13594
6540.0,0.1833333333333319,-468.0,30.205000000000002,-14.13594
6600.0,0.16666666666666524,-468.0,30.205000000000002,-14.13594
6660.0,0.14999999999999858,-468.0,30.205000000000002,-14.13594
6720.0,0.13333333333333192,-468.0,30.205000000000002,-14.13594
6780.0,0.11666666666666525,-468.0,30.205000000000002,-14.13594
6840.0,0.09999999999999859,-468.0,30.205000000000002,-14.13594
6900.0,0.08333333333333193,-468.0,30.205000000000002,-14.13594
6960.0,0.06666666666666526,-468.0,30.205000000000002,-14.13594
7020.0,0.0499999999999986,-468.0,30.205000000000002,-14.13594
7080.0,0.03333333333333194,-468.0,30.205000000000002,-14.13594
7140.0,0.01666666666666527,-468.0,30.205000000000002,-14.13594
7200.0,0.0,-468.0,30.205000000000002,-14.13594
